time(s)	globalZ	gyroAngle
6.306	0.405699	359.262
6.358	0.246022	359.236
6.360	0.150512	359.237
6.368	0.062516	359.295
6.395	-0.320209	359.398
6.410	-0.540154	359.501
6.431	-0.336956	359.562
6.453	-0.059782	359.591
6.473	0.072130	359.596
6.494	0.027382	359.613
6.516	0.010737	359.695
6.537	0.149930	359.812
6.561	0.177744	359.904
6.580	0.010342	0.002
6.601	0.009540	0.107
6.622	0.036212	0.214
6.643	-0.014478	0.324
6.664	-0.014342	0.439
6.686	0.027588	0.511
6.706	0.041215	0.554
6.728	0.015861	0.590
6.749	0.028034	0.621
6.770	-0.017077	0.644
6.791	-0.102682	0.665
6.812	-0.136787	0.722
6.834	-0.062233	0.718
6.856	-0.119554	0.693
6.876	-0.196774	0.623
6.897	-0.018736	0.472
6.920	0.148186	0.306
6.940	0.190296	0.189
6.961	0.102485	0.189
6.982	-0.005042	0.231
7.003	0.015500	0.261
7.096	0.039237	0.278
7.097	0.063432	0.245
7.098	-0.006322	0.169
7.099	-0.089525	0.101
7.114	-0.075164	0.067
7.130	0.056134	0.070
7.152	0.028919	0.082
7.173	-0.064025	0.059
7.194	-0.060920	0.047
7.215	0.014151	0.065
7.237	0.038073	0.075
7.258	-0.006337	0.054
7.280	0.079807	0.008
7.301	0.181774	359.951
7.321	0.137939	359.913
7.342	0.012385	359.901
7.364	-0.034082	359.888
7.385	-0.058789	359.837
7.406	-0.050513	359.777
7.427	0.011926	359.738
7.450	-0.025840	359.716
7.469	-0.048336	359.690
7.493	-0.031576	359.621
7.512	0.023348	359.621
7.534	0.047768	359.572
7.554	0.074462	359.543
7.575	0.001412	359.533
7.597	0.012019	359.553
7.620	-0.011793	359.579
7.640	-0.025221	359.563
7.661	0.000555	359.520
7.682	0.024019	359.477
7.703	-0.058794	359.448
7.724	-0.195747	359.430
7.746	-0.210118	359.403
7.767	0.028444	359.375
7.788	0.224142	359.334
7.810	0.099680	359.270
7.830	0.003713	359.201
7.851	0.007398	359.135
7.872	0.106684	359.085
7.894	0.055573	359.048
7.915	0.048777	359.027
7.937	0.064696	359.016
7.958	-0.046388	359.005
7.980	-0.163626	358.990
8.000	-0.032343	358.976
8.021	0.135695	358.961
8.042	0.179009	358.945
8.063	0.074188	358.942
8.084	-0.047717	358.943
8.107	-0.129754	358.943
8.127	-0.039009	358.950
8.149	0.036134	358.946
8.170	-0.027161	358.927
8.191	-0.131863	358.919
8.212	-0.052232	358.904
8.233	0.081440	358.888
8.254	0.143578	358.878
8.276	0.121224	358.875
8.296	0.042123	358.871
8.318	-0.084844	358.882
8.340	-0.115446	358.903
8.360	-0.118141	358.919
8.381	-0.070149	358.925
8.403	-0.008904	358.936
8.424	0.027921	358.944
8.445	-0.015068	358.949
8.466	-0.123597	358.964
8.487	-0.073876	358.980
8.510	0.037969	358.980
8.530	0.010029	358.977
8.551	-0.054455	358.985
8.572	-0.063607	358.982
8.593	-0.017795	358.959
8.614	0.111380	358.920
8.636	0.100250	358.882
8.657	-0.072424	358.856
8.678	-0.113458	358.848
8.699	0.049948	358.845
