time(s)	globalZ	gyroAngle
8.105	-0.150484	327.956
8.126	-0.128040	327.887
8.148	0.061787	327.838
8.169	0.171559	327.802
8.192	0.231301	327.762
8.212	0.213945	327.711
8.233	0.094492	327.666
8.254	-0.049492	327.622
8.275	-0.183254	327.567
8.296	-0.217203	327.510
8.317	-0.198022	327.456
8.339	-0.139251	327.415
8.360	0.008149	327.381
8.384	0.103541	327.333
8.402	0.049539	327.270
8.425	-0.093415	327.198
8.445	-0.098101	327.127
8.466	-0.051166	327.055
8.487	0.020207	326.920
8.508	0.045133	326.920
8.530	0.127543	326.842
8.552	0.146834	326.754
8.572	0.023648	326.664
8.593	-0.177283	326.596
8.616	-0.016483	326.558
8.638	0.109361	326.528
8.657	0.210231	326.478
8.678	0.197991	326.396
8.699	0.106682	326.310
8.720	-0.092968	326.247
8.742	-0.221269	326.211
8.762	-0.227943	326.182
8.784	-0.105361	326.173
8.805	-0.048763	326.181
8.826	0.061600	326.206
8.848	0.114192	326.231
8.868	0.123316	326.261
8.891	0.140128	326.302
8.912	0.031276	326.340
8.933	-0.034465	326.381
8.953	-0.099995	326.420
8.976	0.022921	326.466
8.996	0.083204	326.498
9.018	-0.004914	326.508
9.038	-0.132629	326.509
9.059	-0.098112	326.515
9.083	0.035498	326.566
9.102	0.162726	326.566
9.124	0.071903	326.591
9.144	0.048790	326.624
9.165	-0.106455	326.647
9.187	-0.185288	326.691
9.208	-0.124067	326.757
9.229	0.133223	326.818
9.250	0.163832	326.862
9.272	0.014975	326.879
9.292	0.148007	326.876
9.314	0.041042	326.854
9.335	-0.120624	326.832
9.356	-0.191019	326.822
9.377	-0.127039	326.822
9.399	-0.012634	326.829
9.420	0.173908	326.838
9.442	0.142651	326.839
9.462	-0.019316	326.832
9.483	-0.074497	326.821
9.504	-0.129003	326.811
9.526	0.004595	326.824
9.548	0.010820	326.845
9.568	0.057264	326.852
9.591	-0.009967	326.852
9.612	-0.130926	326.852
9.633	-0.147124	326.839
9.653	0.010994	326.816
9.674	0.137289	326.784
9.695	0.012547	326.747
9.716	-0.097419	326.731
9.738	-0.044702	326.736
9.759	-0.043477	326.759
9.780	-0.041077	326.801
9.802	-0.016336	326.847
9.824	0.072550	326.894
9.843	0.223294	326.926
9.866	0.296939	326.947
9.886	0.128132	326.961
9.908	-0.121345	326.999
9.928	-0.158552	327.079
9.950	-0.062196	327.190
9.974	-0.126600	327.308
9.992	-0.176010	327.425
10.013	0.090805	327.537
10.035	0.260651	327.631
10.056	0.136226	327.687
10.077	-0.098775	327.706
10.099	-0.198583	327.718
10.119	0.041678	327.738
10.141	0.141580	327.731
10.163	-0.042775	327.692
10.183	-0.139665	327.663
10.204	-0.056530	327.660
10.225	-0.037456	327.654
10.246	0.038849	327.642
10.267	0.021340	327.653
10.291	-0.079794	327.684
10.310	-0.077547	327.734
10.332	-0.043880	327.815
10.353	0.152646	327.913
10.373	0.270054	328.001
10.395	0.297876	328.056
10.417	0.271658	328.061
10.437	0.113100	328.026
10.465	-0.182136	327.937
10.479	-0.219263	327.937
10.502	-0.026872	327.897
10.522	-0.075819	327.854
10.543	-0.237852	327.826
10.565	-0.100899	327.811
10.585	0.119307	327.798
10.607	0.084016	327.776
10.628	-0.069453	327.769
10.650	-0.096523	327.818
10.672	0.104202	327.818
10.692	0.245772	327.874
10.713	0.242608	327.874
10.734	0.087759	327.902
10.755	-0.077093	327.946
10.776	-0.224536	327.997
10.799	-0.230176	327.997
10.819	-0.131471	328.025
10.841	-0.063731	328.102
10.862	0.003425	328.102
10.883	-0.011682	328.131
10.904	-0.018348	328.181
10.925	0.119316	328.245
10.946	0.153730	328.287
10.967	0.011477	328.293
10.988	0.065661	328.263
11.010	0.249257	328.210
11.033	0.113786	328.145
11.053	-0.103488	328.094
11.073	-0.168029	328.057
11.094	-0.197064	328.032
11.116	-0.144895	328.049
11.137	-0.057882	328.093
11.159	0.015974	328.097
