time(s)	globalZ	gyroAngle
12.069	-2.265852	358.523
12.089	-1.169294	359.149
12.111	-0.253961	359.834
12.131	0.252280	0.552
12.153	-0.911473	1.594
12.173	-2.241979	2.598
12.195	-0.908570	3.327
12.218	0.460221	3.911
12.237	1.287978	4.250
12.260	1.279363	4.432
12.279	2.274769	4.440
12.302	1.734358	4.245
12.324	0.875117	3.329
12.344	0.703672	2.998
12.364	0.687543	2.998
12.385	1.751592	3.334
12.407	2.614250	3.799
12.429	2.137077	3.985
12.449	1.265107	3.952
12.470	2.166194	3.693
12.492	2.731088	3.362
12.513	1.564327	3.149
12.535	-0.420871	3.124
12.555	-1.375783	3.251
12.576	-1.419892	3.283
12.597	-1.276519	3.283
12.619	-1.134899	3.240
12.640	-1.342213	3.234
12.661	-1.419415	3.287
12.686	-1.561584	3.158
12.703	-1.129929	2.727
12.725	-1.122754	2.234
12.746	-1.406694	1.902
12.768	-1.435837	1.678
12.788	-1.300865	1.561
12.809	-1.377750	1.480
12.831	-1.484379	0.895
12.853	-1.033293	0.895
12.873	-0.262635	0.448
12.894	0.984968	359.990
12.915	2.389152	359.537
12.936	3.054699	359.279
12.959	3.211661	359.260
12.979	2.651371	359.185
13.001	2.056690	358.923
13.021	1.973995	358.531
13.043	2.540122	358.287
13.064	2.733738	358.135
13.085	1.142376	357.864
13.106	-1.108235	357.561
13.127	-2.202234	357.213
13.148	-2.289544	356.866
13.169	-1.657530	356.613
13.192	-1.620683	356.562
13.213	-1.920165	356.734
13.234	-2.043709	356.891
13.254	-1.891686	356.639
13.277	-1.971934	355.887
13.356	-1.821484	354.988
13.356	-1.236685	354.290
13.357	-1.020787	353.920
13.362	-1.273852	353.740
13.389	-1.427963	353.658
13.403	-1.200921	353.638
13.426	-0.774306	353.624
13.445	-0.357933	353.670
13.468	0.205398	353.901
13.487	0.472264	354.157
13.508	1.188344	354.173
13.530	1.702347	353.856
13.552	2.228700	353.589
13.573	2.140814	353.652
13.593	2.067656	354.056
13.614	2.338651	354.318
13.636	1.794123	354.191
13.657	0.725651	354.099
13.678	0.147445	354.249
13.702	-0.236131	354.616
13.720	-0.402208	355.267
13.744	-0.647403	356.054
13.763	-0.714496	356.750
13.787	-0.546911	357.378
13.805	-0.507783	357.989
13.827	-0.724993	358.399
13.849	-0.980570	359.342
13.869	-1.282253	359.342
13.890	-1.255596	359.850
13.912	-1.133872	0.241
13.936	-0.402360	0.817
13.954	-0.302408	0.817
13.975	-0.921859	1.093
14.051	-0.884587	1.314
14.052	0.170613	1.361
