time(s)	globalZ	gyroAngle
6.375	0.177872	326.958
6.398	0.057846	326.950
6.418	-0.018037	326.921
6.439	-0.129326	326.921
6.461	-0.092201	326.914
6.482	-0.048354	326.903
6.503	0.131006	326.879
6.525	0.129361	326.839
6.545	-0.037574	326.803
6.566	-0.202820	326.794
6.587	-0.199473	326.798
6.608	0.011301	326.784
6.631	0.164392	326.727
6.651	0.038567	326.635
6.674	-0.171039	326.406
6.695	-0.225822	326.406
6.715	-0.098399	326.304
6.736	-0.028681	326.263
6.757	-0.062764	326.253
6.778	-0.030975	326.213
6.800	0.102432	326.155
6.821	0.058759	326.096
6.842	-0.008498	326.049
6.865	-0.088764	326.010
6.885	-0.092885	325.972
6.908	-0.067873	325.947
6.927	-0.017815	325.935
6.948	-0.063744	325.904
6.969	-0.003579	325.858
6.990	0.155658	325.840
7.011	0.048143	325.829
7.037	-0.017539	325.821
7.057	-0.017823	325.798
7.075	0.029328	325.780
7.096	0.103576	325.778
7.117	0.096457	325.779
7.140	-0.057110	325.792
7.160	-0.185273	325.832
7.182	0.017602	325.894
7.202	0.156951	325.947
7.226	0.169293	325.969
7.245	0.146307	325.969
7.266	0.120371	325.938
7.287	0.188989	325.911
7.308	0.296393	325.904
7.336	0.179595	325.908
7.350	-0.283172	325.903
7.373	-0.444752	325.892
7.393	-0.139762	325.892
7.415	-0.074516	325.870
7.435	-0.355301	325.814
7.458	-0.331837	325.763
7.478	-0.062244	325.766
7.499	0.005519	325.837
7.521	0.029847	325.897
7.541	-0.004277	325.927
7.563	-0.153765	325.933
7.585	-0.251237	325.907
7.606	-0.167062	325.837
7.626	-0.004440	325.756
7.647	0.035547	325.741
7.669	0.246965	325.812
7.690	0.430180	325.921
7.711	0.231826	326.029
7.732	0.016033	326.156
7.754	0.139381	326.327
7.775	0.304122	326.491
7.796	0.113043	326.587
7.817	-0.111248	326.634
7.840	-0.165519	326.698
7.860	-0.132815	326.783
7.881	-0.134876	326.837
7.902	-0.184416	326.839
7.923	-0.229725	326.836
7.944	-0.058136	326.869
7.966	0.038947	326.909
7.986	0.063326	326.920
8.008	0.026673	326.898
8.031	-0.014744	326.896
8.050	-0.009120	326.905
8.073	0.022951	326.925
8.092	0.048296	326.940
8.115	0.035717	326.935
8.135	0.051360	326.925
8.157	0.142979	326.935
8.177	0.226564	326.963
8.198	0.038306	326.995
8.220	-0.078671	327.043
8.245	-0.122679	327.114
8.262	-0.180990	327.218
8.284	-0.140400	327.332
8.306	-0.065496	327.422
8.326	0.035784	327.489
8.347	0.000122	327.521
8.368	-0.034810	327.524
8.390	0.087546	327.536
8.410	0.104620	327.581
8.432	0.018208	327.623
8.453	-0.020270	327.636
8.475	0.015289	327.636
8.495	-0.051496	327.644
8.517	-0.111771	327.674
8.540	-0.093519	327.710
8.559	-0.118720	327.732
8.581	-0.103393	327.717
8.601	0.104719	327.712
8.623	0.257868	327.731
8.645	0.048549	327.757
8.665	-0.064032	327.770
8.686	0.017992	327.787
8.707	0.063020	327.815
8.729	-0.027814	327.848
8.750	0.018658	327.869
8.773	0.034291	327.850
8.792	-0.156561	327.850
8.816	-0.261764	327.893
8.835	-0.114060	327.893
8.856	0.072212	327.941
8.877	0.098519	327.956
8.898	-0.053426	327.916
8.919	-0.042451	327.837
8.941	0.027914	327.756
8.965	-0.047233	327.694
8.983	-0.210441	327.653
9.006	-0.160430	327.619
9.025	0.009140	327.585
9.048	-0.029445	327.535
9.068	-0.153063	327.457
9.090	-0.045222	327.343
9.110	0.132154	327.207
9.131	0.205330	327.051
9.153	0.232106	326.864
9.175	0.194327	326.646
9.195	0.173626	326.413
9.217	0.218739	326.186
9.238	0.163032	325.804
9.259	-0.035310	325.804
9.282	-0.147591	325.659
9.301	-0.193419	325.558
9.322	-0.152709	325.505
9.345	-0.106889	325.488
9.365	-0.070643	325.494
9.386	-0.081722	325.497
9.407	0.009426	325.527
9.428	0.132718	325.595
9.449	0.185956	325.690
9.473	0.178337	325.783
9.492	0.058885	325.824
9.515	-0.032319	325.826
9.535	-0.017544	325.851
9.556	-0.025846	325.851
9.577	-0.115626	325.891
9.598	-0.084637	325.918
9.619	-0.051758	325.922
9.640	-0.065851	325.908
9.661	-0.147904	325.908
9.682	-0.143887	325.914
9.707	-0.052874	325.929
9.725	0.100942	325.938
9.747	0.189554	325.934
9.771	0.149355	325.919
9.789	0.056099	325.899
9.810	0.089713	325.883
9.831	0.263004	325.868
9.852	0.149194	325.845
9.875	-0.073121	325.814
9.895	-0.108934	325.792
9.916	-0.035034	325.784
9.939	-0.046448	325.760
9.958	-0.085946	325.711
9.981	-0.128086	325.668
10.001	-0.250262	325.654
10.024	-0.262191	325.684
10.043	-0.092145	325.721
10.065	0.051066	325.721
10.085	0.035141	325.690
10.106	-0.007408	325.663
10.128	0.038840	325.647
10.149	0.016866	325.629
10.170	0.022150	325.604
10.191	0.081570	325.590
10.213	0.035966	325.577
10.235	-0.016174	325.555
10.255	-0.027441	325.525
10.276	-0.017373	325.485
10.297	0.074827	325.438
10.318	0.073379	325.404
10.340	-0.087341	325.403
10.361	-0.148737	325.440
10.382	-0.056385	325.515
10.406	-0.040060	325.602
10.425	-0.064180	325.689
10.446	-0.106623	325.779
10.467	-0.181737	325.865
10.490	-0.045631	325.947
10.510	0.151806	326.028
10.531	0.202259	326.102
10.552	0.079782	326.171
10.573	0.146171	326.238
10.595	0.083117	326.295
10.615	-0.107005	326.360
10.636	-0.117012	326.445
10.658	0.093602	326.538
10.687	0.273070	326.621
10.700	0.182374	326.668
10.722	0.020954	326.683
10.743	0.069638	326.695
10.765	-0.131662	326.721
10.785	-0.239591	326.764
10.806	-0.113773	326.817
10.827	-0.219038	326.893
10.849	-0.288069	327.010
10.870	-0.216065	327.151
10.891	0.026789	327.278
10.913	0.068189	327.373
10.934	0.083846	327.443
10.955	0.168775	327.501
10.976	0.166459	327.534
10.997	0.145304	327.535
11.018	0.139886	327.518
11.039	-0.003899	327.492
11.061	-0.045106	327.446
11.082	-0.022616	327.400
11.103	-0.098143	327.379
11.125	-0.203766	327.420
11.147	-0.210910	327.430
11.167	-0.156800	327.430
11.190	-0.172159	327.488
11.209	-0.110034	327.543
11.231	0.127386	327.606
11.252	0.235794	327.663
11.272	0.190845	327.673
11.295	0.204475	327.728
11.315	0.168420	327.794
11.336	0.064572	327.852
11.357	-0.078799	327.946
11.380	-0.131954	328.025
11.400	-0.154277	328.101
11.422	-0.181611	328.162
11.442	-0.154355	328.217
11.464	-0.074689	328.282
11.485	-0.025993	328.366
11.506	-0.071974	328.366
11.527	-0.159735	328.389
11.548	-0.104231	328.409
11.569	-0.091403	328.432
11.594	-0.136429	328.422
11.614	0.050217	328.381
11.633	0.270315	328.314
11.655	0.155250	328.279
11.675	0.070627	328.243
11.698	0.176086	328.212
11.718	0.138819	328.223
11.740	0.040184	328.205
11.761	-0.175794	328.188
11.781	-0.331948	328.245
11.803	-0.230738	328.308
11.825	-0.103937	328.390
11.845	-0.076729	328.448
11.866	-0.153446	328.411
11.895	0.054242	328.350
11.908	0.357606	328.306
11.930	0.339355	328.263
11.951	0.183150	328.185
11.972	0.115609	328.106
11.993	-0.008829	328.028
12.015	-0.091361	327.990
12.035	0.015758	327.995
12.057	-0.076666	327.986
12.078	-0.273988	327.933
12.100	-0.162347	327.912
12.120	0.009782	327.912
12.142	-0.078990	327.916
12.164	-0.126324	327.882
12.185	-0.075523	327.831
12.205	-0.045153	327.813
12.226	0.048031	327.832
12.248	0.089184	327.838
12.269	0.081244	327.844
12.290	0.027002	327.822
12.311	0.109306	327.833
12.332	0.183343	327.894
12.356	0.068832	327.954
12.375	0.006349	327.989
12.397	0.010927	327.967
12.417	0.037214	327.894
12.438	-0.024191	327.804
12.460	-0.109071	327.729
12.483	-0.207420	327.681
12.502	-0.340345	327.625
12.523	-0.424544	327.554
12.546	-0.345963	327.428
12.566	-0.202317	327.428
12.588	-0.046858	327.393
12.608	0.121074	327.389
12.630	0.141141	327.382
12.650	0.126249	327.354
12.672	0.211661	327.294
12.693	0.303681	327.214
12.716	0.308206	327.125
12.735	0.192081	327.049
12.756	0.065879	326.992
12.778	-0.043303	326.888
12.799	-0.058765	326.888
12.820	-0.061285	326.839
12.841	-0.141329	326.786
12.864	-0.158517	326.744
12.885	-0.197525	326.652
12.905	-0.209794	326.652
12.926	0.009529	326.639
12.948	0.128293	326.599
12.968	0.156982	326.599
12.990	0.293388	326.550
13.011	0.213313	326.479
13.032	0.064308	326.394
13.055	0.078975	326.326
13.075	0.011225	326.274
13.097	-0.046605	326.274
13.120	0.064217	326.234
13.138	0.080401	326.202
13.159	-0.016069	326.186
13.181	-0.011363	326.146
13.202	-0.004216	326.095
13.223	0.114678	326.062
13.245	0.005907	326.054
13.265	-0.106663	326.036
13.287	-0.075149	326.007
13.308	0.057839	325.974
13.330	0.132751	325.969
13.350	0.143359	325.988
13.372	0.125070	325.982
13.392	0.168313	325.982
13.423	0.153263	325.983
13.435	-0.032184	326.052
13.456	-0.189436	326.052
13.477	0.002939	326.160
13.499	0.063023	326.278
13.520	-0.210448	326.388
13.541	-0.381599	326.449
13.563	-0.309972	326.483
13.583	-0.140937	326.532
13.606	0.019945	326.604
13.625	0.069982	326.675
13.647	0.004574	326.735
13.668	0.015557	326.791
13.689	0.052922	326.830
13.710	0.073819	326.858
13.731	-0.267453	326.905
13.753	-0.394709	326.968
13.776	-0.399421	327.182
13.797	-0.201041	327.311
13.816	0.052598	327.311
13.838	0.236705	327.436
13.859	0.128762	327.554
13.880	0.187187	327.650
13.901	0.498890	327.734
13.923	0.581397	327.817
13.945	0.322421	327.873
13.965	0.010483	327.910
13.986	-0.151650	327.948
14.007	-0.064559	328.000
14.030	0.026076	328.048
14.049	0.059987	328.054
14.072	0.016338	328.031
14.092	-0.082336	328.030
14.113	-0.214484	328.075
14.135	-0.373625	328.153
14.155	-0.312900	328.240
14.177	-0.217230	328.297
14.198	-0.037499	328.314
14.219	0.167080	328.284
14.241	0.298013	328.179
14.261	0.307657	328.064
14.283	0.237255	327.973
14.306	0.332837	327.855
14.325	0.426665	327.671
14.347	0.311010	327.297
14.368	0.271567	327.297
14.389	0.216668	327.199
14.410	0.173497	327.099
14.432	0.088529	326.962
14.453	-0.102702	326.552
14.475	-0.206763	326.552
14.497	-0.421241	326.324
14.516	-0.520196	326.110
14.538	-0.415862	325.922
14.558	-0.464788	325.758
14.580	-0.529227	325.618
14.601	-0.441008	325.525
14.627	-0.287229	325.469
14.643	-0.262310	325.434
14.665	-0.379296	325.414
14.686	-0.280658	325.377
14.707	-0.056556	325.333
