time(s)	globalZ	gyroAngle
16.994	-0.500915	358.928
17.015	-0.275726	358.725
17.038	-0.136723	358.567
17.060	-0.165829	358.477
17.080	-0.022874	358.430
17.101	0.254978	358.376
17.123	0.463942	358.296
17.144	0.444539	358.215
17.166	0.250081	358.203
17.187	0.007767	358.312
17.209	-0.074170	358.484
17.230	0.205040	358.626
17.251	0.292424	358.730
17.272	0.178462	358.859
17.294	0.077502	359.068
17.315	0.003059	359.333
17.341	-0.318178	359.587
17.359	-0.459596	359.777
17.381	-0.364265	359.916
17.401	-0.235056	0.068
17.422	-0.155406	0.244
17.443	-0.092103	0.397
17.466	0.045160	0.504
17.486	0.082019	0.590
17.508	0.028012	0.692
17.529	-0.038467	0.815
17.550	-0.237417	0.932
17.572	-0.509298	1.031
17.593	-0.371045	1.069
17.616	0.265674	1.061
17.636	0.872434	1.047
17.659	0.780265	1.097
17.679	0.184351	1.230
17.700	-0.404846	1.359
17.722	-0.401559	1.380
17.743	0.007964	1.290
17.765	0.615847	1.146
17.785	0.706151	1.036
17.807	0.151378	0.978
17.828	-0.498014	0.925
17.850	-0.665106	0.848
17.871	-0.456498	0.791
17.893	-0.275250	0.807
17.914	-0.259691	0.895
17.935	-0.307356	1.011
17.958	-0.097893	1.074
17.981	0.244027	1.049
17.999	0.523554	0.978
18.023	0.673359	0.961
18.042	0.529459	0.961
18.064	0.161981	1.173
18.085	-0.077005	1.173
18.107	-0.176288	1.180
18.128	-0.309406	1.180
18.149	-0.413746	1.358
18.172	-0.450730	1.544
18.192	-0.399072	1.544
18.213	-0.022478	1.816
18.235	0.341484	1.846
18.262	0.476696	1.847
18.280	0.540551	1.836
18.299	0.593453	1.794
18.321	0.571511	1.719
18.341	0.374545	1.657
18.363	-0.026886	1.643
18.384	-0.357136	1.706
18.406	-0.233706	1.818
18.429	0.019812	1.886
18.448	0.403537	1.882
18.470	0.476298	1.875
18.492	0.194455	1.896
18.513	-0.345475	1.968
18.534	-0.604784	2.033
18.555	-0.282186	2.028
18.578	0.324085	1.944
18.599	0.392026	1.866
18.620	-0.039803	1.862
18.641	-0.548544	1.922
18.663	-0.658697	1.970
18.684	-0.546556	1.944
18.705	-0.106093	1.882
18.727	0.268795	1.873
18.748	-0.118519	1.952
18.769	-0.538310	2.061
18.791	-0.358146	2.082
18.812	0.008672	1.985
18.835	0.292401	1.871
18.855	0.213354	1.825
18.878	-0.116169	1.848
18.899	-0.200011	1.860
18.921	0.037541	1.831
18.940	0.420774	1.831
18.962	0.542731	1.923
18.984	0.225883	2.070
19.005	-0.316635	2.216
19.026	-0.645455	2.329
19.048	-0.593830	2.414
19.069	-0.157267	2.489
19.092	0.354062	2.574
